ip,hits,online,tanggal
36.73.221.245,1,1368433791,2013-05-13
110.136.82.14,1,1368434085,2013-05-13
209.131.39.51,1,1368436916,2013-05-13
114.79.3.111,1,1368437021,2013-05-13
110.136.114.45,1,1368437688,2013-05-13
111.94.146.137,1,1368439683,2013-05-13
95.49.2.55,1,1368442289,2013-05-13
203.6.149.3,1,1368443558,2013-05-13
157.56.93.207,2,1368461028,2013-05-13
210.210.158.178,1,1368444034,2013-05-13
180.254.9.146,3,1368444368,2013-05-13
101.255.40.170,1,1368444582,2013-05-13
39.211.70.205,1,1368445908,2013-05-13
111.94.144.143,1,1368448182,2013-05-13
180.242.60.117,1,1368449380,2013-05-13
39.195.188.232,1,1368449728,2013-05-13
36.77.21.92,1,1368450689,2013-05-13
124.40.252.186,3,1368453571,2013-05-13
65.55.52.111,1,1368453261,2013-05-13
180.247.100.138,1,1368454095,2013-05-13
192.168.7.59,1,1368455289,2013-05-13
180.241.102.191,1,1368456271,2013-05-13
180.246.63.15,1,1368456643,2013-05-13
65.55.52.118,1,1368458140,2013-05-13
223.255.227.77,1,1368458212,2013-05-13
203.210.83.23,2,1368459148,2013-05-13
180.244.53.71,1,1368459443,2013-05-13
192.168.7.174,1,1368462032,2013-05-13
180.243.242.121,1,1368463764,2013-05-13
66.249.75.163,1,1368464255,2013-05-13
125.164.131.207,1,1368465501,2013-05-14
36.72.155.52,2,1368465768,2013-05-14
66.249.75.163,16,1368518962,2013-05-14
65.55.213.69,18,1368489898,2013-05-14
180.76.5.13,1,1368469832,2013-05-14
157.56.93.207,4,1368492776,2013-05-14
114.79.29.44,1,1368470649,2013-05-14
36.72.115.151,1,1368473457,2013-05-14
180.253.150.236,4,1368474777,2013-05-14
139.192.21.229,2,1368542450,2013-05-14
139.192.57.174,1,1368475184,2013-05-14
112.215.36.180,2,1368475332,2013-05-14
125.165.107.214,1,1368475464,2013-05-14
125.160.102.159,1,1368476363,2013-05-14
125.165.181.69,1,1368476775,2013-05-14
114.79.2.229,2,1368479585,2013-05-14
223.255.225.7,1,1368480401,2013-05-14
180.254.128.41,1,1368481068,2013-05-14
36.68.126.185,1,1368481484,2013-05-14
114.79.19.19,1,1368481882,2013-05-14
65.55.52.111,6,1368510663,2013-05-14
36.76.201.54,1,1368483134,2013-05-14
157.56.93.202,3,1368513484,2013-05-14
157.55.34.179,3,1368513508,2013-05-14
157.55.33.109,1,1368483187,2013-05-14
157.55.32.153,6,1368513567,2013-05-14
118.136.64.21,5,1368486594,2013-05-14
66.249.75.102,15,1368534254,2013-05-14
67.208.183.235,1,1368488805,2013-05-14
66.162.42.131,1,1368500092,2013-05-14
157.55.33.24,1,1368508000,2013-05-14
118.96.7.68,2,1368513238,2013-05-14
157.55.35.79,4,1368513419,2013-05-14
180.76.6.21,1,1368513418,2013-05-14
157.55.33.98,2,1368513479,2013-05-14
157.56.92.164,2,1368519390,2013-05-14
152.118.24.10,1,1368519483,2013-05-14
114.79.13.210,1,1368520069,2013-05-14
113.212.126.1,1,1368520374,2013-05-14
157.56.92.178,5,1368520455,2013-05-14
223.255.231.102,1,1368520530,2013-05-14
192.168.6.121,2,1368521156,2013-05-14
203.210.83.23,1,1368525492,2013-05-14
180.242.147.141,1,1368527913,2013-05-14
173.199.120.171,2,1368543914,2013-05-14
180.242.25.78,1,1368531829,2013-05-14
110.137.185.87,4,1368532602,2013-05-14
103.3.222.239,1,1368532619,2013-05-14
110.138.138.20,2,1368534392,2013-05-14
180.244.12.3,1,1368538203,2013-05-14
222.124.23.28,11,1368539486,2013-05-14
110.139.97.3,2,1368539284,2013-05-14
72.233.72.155,1,1368540510,2013-05-14
180.245.248.137,1,1368544661,2013-05-14
157.55.35.88,1,1368545867,2013-05-14
180.251.163.160,1,1368546628,2013-05-14
222.124.65.243,1,1368548275,2013-05-14
103.246.38.196,2,1368550278,2013-05-14
202.3.210.162,2,1368550279,2013-05-14
142.0.129.105,1,1368548780,2013-05-14
114.79.49.65,2,1368549705,2013-05-14
202.3.219.162,2,1368550759,2013-05-14
202.3.210.162,3,1368551469,2013-05-15
202.3.219.161,2,1368551802,2013-05-15
123.231.234.15,1,1368552027,2013-05-15
180.243.82.118,1,1368554256,2013-05-15
110.138.41.60,1,1368554921,2013-05-15
36.74.87.179,1,1368554958,2013-05-15
65.55.213.69,18,1368583410,2013-05-15
39.226.13.142,2,1368556699,2013-05-15
202.152.202.68,2,1368557263,2013-05-15
180.246.72.253,1,1368557450,2013-05-15
173.199.120.171,5,1368618681,2013-05-15
114.79.2.81,1,1368558297,2013-05-15
112.215.66.128,2,1368561076,2013-05-15
39.194.192.101,1,1368563480,2013-05-15
114.79.13.99,4,1368564070,2013-05-15
206.53.148.222,1,1368566226,2013-05-15
66.249.74.91,8,1368631565,2013-05-15
91.231.40.27,1,1368567872,2013-05-15
223.255.231.60,1,1368568183,2013-05-15
36.69.230.33,1,1368571985,2013-05-15
125.167.152.158,2,1368572865,2013-05-15
180.242.92.201,1,1368572949,2013-05-15
66.249.74.97,10,1368630667,2013-05-15
180.76.6.222,1,1368576863,2013-05-15
199.180.102.69,1,1368578494,2013-05-15
157.55.33.81,1,1368596926,2013-05-15
125.162.152.140,2,1368606084,2013-05-15
192.168.7.81,1,1368606447,2013-05-15
203.78.118.251,1,1368606541,2013-05-15
192.168.6.213,1,1368606553,2013-05-15
157.55.32.145,1,1368607105,2013-05-15
142.0.129.105,1,1368607447,2013-05-15
114.79.3.17,1,1368608454,2013-05-15
192.168.7.88,1,1368610080,2013-05-15
202.148.8.34,1,1368614693,2013-05-15
120.180.187.126,1,1368614860,2013-05-15
180.250.129.202,1,1368615121,2013-05-15
114.79.29.152,1,1368616071,2013-05-15
125.163.167.175,1,1368618702,2013-05-15
180.243.244.45,1,1368618788,2013-05-15
157.56.92.164,1,1368619408,2013-05-15
192.168.7.36,1,1368619627,2013-05-15
110.139.162.225,1,1368619818,2013-05-15
67.208.183.235,1,1368623187,2013-05-15
36.70.113.46,1,1368623402,2013-05-15
114.120.195.77,1,1368626667,2013-05-15
114.120.195.78,1,1368627113,2013-05-15
180.250.30.134,1,1368627297,2013-05-15
180.250.30.130,1,1368627342,2013-05-15
202.152.204.165,1,1368627788,2013-05-15
157.55.33.78,2,1368628122,2013-05-15
128.54.223.92,1,1368628153,2013-05-15
182.1.74.214,1,1368629759,2013-05-15
206.53.148.146,1,1368631469,2013-05-15
180.246.107.25,1,1368631570,2013-05-15
118.98.104.2,2,1368632464,2013-05-15
206.53.148.152,1,1368633291,2013-05-15
110.136.203.114,1,1368634650,2013-05-15
118.97.87.163,1,1368634667,2013-05-15
202.182.53.149,1,1368635059,2013-05-15
180.178.111.218,1,1368635390,2013-05-15
180.245.65.89,2,1368636135,2013-05-15
182.8.83.221,1,1368635731,2013-05-15
180.251.234.154,1,1368636508,2013-05-15
39.218.192.121,1,1368636683,2013-05-15
180.242.232.91,2,1368636999,2013-05-15
180.251.234.154,1,1368637710,2013-05-16
206.53.152.168,1,1368639008,2013-05-16
206.53.152.167,3,1368639410,2013-05-16
206.53.152.0,1,1368639354,2013-05-16
206.53.152.1,1,1368639858,2013-05-16
206.53.152.169,1,1368640061,2013-05-16
141.0.10.250,1,1368640112,2013-05-16
103.10.64.29,1,1368640117,2013-05-16
112.215.66.69,2,1368640374,2013-05-16
114.79.1.84,1,1368640320,2013-05-16
180.241.137.3,1,1368644801,2013-05-16
114.120.195.77,1,1368644907,2013-05-16
66.162.42.131,1,1368648125,2013-05-16
173.199.120.171,1,1368648139,2013-05-16
192.168.6.76,1,1368649795,2013-05-16
37.46.126.116,1,1368649956,2013-05-16
180.254.142.136,1,1368651963,2013-05-16
180.76.5.181,1,1368652683,2013-05-16
206.53.148.147,1,1368653527,2013-05-16
206.53.148.146,1,1368653688,2013-05-16
114.121.64.12,1,1368653699,2013-05-16
66.249.74.91,6,1368721113,2013-05-16
36.68.181.95,1,1368654538,2013-05-16
182.12.71.34,1,1368655799,2013-05-16
114.79.19.246,1,1368656826,2013-05-16
141.0.9.104,1,1368658180,2013-05-16
182.13.46.106,1,1368658336,2013-05-16
141.0.10.174,2,1368658707,2013-05-16
141.0.10.228,2,1368658892,2013-05-16
39.213.39.187,2,1368660264,2013-05-16
119.18.155.82,4,1368663687,2013-05-16
103.3.222.7,1,1368663467,2013-05-16
173.252.100.112,1,1368663655,2013-05-16
182.4.70.210,3,1368664419,2013-05-16
180.254.27.35,1,1368666220,2013-05-16
223.255.225.73,1,1368668401,2013-05-16
65.55.52.116,1,1368673232,2013-05-16
157.55.33.78,1,1368673710,2013-05-16
36.81.163.16,1,1368678697,2013-05-16
66.249.74.97,12,1368722545,2013-05-16
206.53.152.171,1,1368683891,2013-05-16
157.55.35.76,1,1368687229,2013-05-16
180.248.97.126,1,1368691626,2013-05-16
103.10.66.3,2,1368693638,2013-05-16
180.244.48.207,1,1368694362,2013-05-16
110.137.37.153,1,1368694566,2013-05-16
222.124.192.156,1,1368695006,2013-05-16
114.79.0.151,1,1368695813,2013-05-16
118.96.94.27,1,1368697837,2013-05-16
103.10.64.9,1,1368700440,2013-05-16
180.254.55.57,1,1368700580,2013-05-16
36.72.163.216,1,1368701767,2013-05-16
36.74.118.120,1,1368702509,2013-05-16
61.247.49.241,4,1368703033,2013-05-16
114.79.49.150,2,1368707127,2013-05-16
125.167.192.41,1,1368705928,2013-05-16
39.198.140.56,1,1368706772,2013-05-16
36.77.30.28,2,1368707119,2013-05-16
180.254.7.156,1,1368707820,2013-05-16
223.255.226.8,1,1368708133,2013-05-16
118.97.95.179,1,1368708668,2013-05-16
206.53.152.170,1,1368710832,2013-05-16
222.124.193.12,1,1368713278,2013-05-16
36.76.59.163,2,1368713702,2013-05-16
50.16.14.92,1,1368713566,2013-05-16
122.200.149.50,1,1368714440,2013-05-16
114.121.195.89,1,1368716050,2013-05-16
118.97.67.69,8,1368718616,2013-05-16
110.138.206.49,1,1368716884,2013-05-16
103.3.223.70,1,1368717155,2013-05-16
139.192.25.73,2,1368721341,2013-05-16
125.160.205.141,2,1368721921,2013-05-16
182.5.99.46,1,1368724178,2013-05-17
66.249.74.97,20,1368809929,2013-05-17
66.162.42.131,1,1368725005,2013-05-17
118.96.204.10,1,1368725463,2013-05-17
203.160.61.186,5,1368783658,2013-05-17
157.55.32.145,1,1368726211,2013-05-17
112.215.66.50,1,1368726548,2013-05-17
111.94.146.137,1,1368728797,2013-05-17
195.159.221.158,1,1368730184,2013-05-17
141.0.8.122,2,1368732192,2013-05-17
141.0.9.220,1,1368732210,2013-05-17
36.75.9.98,1,1368732483,2013-05-17
180.252.125.210,1,1368733207,2013-05-17
120.168.0.216,1,1368733436,2013-05-17
36.72.123.29,1,1368736066,2013-05-17
114.79.1.109,2,1368737216,2013-05-17
222.124.67.46,1,1368737767,2013-05-17
141.0.10.232,1,1368738428,2013-05-17
36.76.86.155,1,1368739456,2013-05-17
222.124.109.228,1,1368739485,2013-05-17
66.249.74.91,25,1368809002,2013-05-17
125.160.96.52,1,1368740534,2013-05-17
36.76.52.3,1,1368742851,2013-05-17
103.3.222.223,1,1368743430,2013-05-17
67.208.183.235,2,1368748197,2013-05-17
202.152.205.163,1,1368746865,2013-05-17
66.54.89.117,1,1368746872,2013-05-17
216.152.252.99,1,1368749637,2013-05-17
222.124.66.191,3,1368750947,2013-05-17
38.111.147.86,237,1368778226,2013-05-17
180.76.5.23,1,1368771197,2013-05-17
180.214.233.85,1,1368772921,2013-05-17
114.79.53.155,1,1368773494,2013-05-17
192.168.6.1,1,1368775755,2013-05-17
125.162.139.38,10,1368786659,2013-05-17
180.245.118.38,1,1368781837,2013-05-17
101.255.66.50,1,1368782000,2013-05-17
114.79.1.227,1,1368782593,2013-05-17
173.236.21.106,1,1368784366,2013-05-17
182.5.2.163,1,1368785843,2013-05-17
131.253.24.104,1,1368785960,2013-05-17
203.189.89.163,2,1368786129,2013-05-17
202.3.219.162,1,1368787589,2013-05-17
125.167.248.48,57,1368789060,2013-05-17
202.152.194.194,1,1368788589,2013-05-17
180.241.232.73,1,1368789081,2013-05-17
206.53.148.21,1,1368789178,2013-05-17
114.79.1.87,1,1368789953,2013-05-17
110.137.62.194,4,1368792900,2013-05-17
114.79.3.142,1,1368794673,2013-05-17
180.244.29.161,1,1368794809,2013-05-17
192.168.10.239,1,1368794911,2013-05-17
180.250.74.75,1,1368795359,2013-05-17
157.55.33.78,1,1368797497,2013-05-17
36.81.25.162,1,1368797688,2013-05-17
114.79.13.138,3,1368800645,2013-05-17
118.96.37.219,1,1368798935,2013-05-17
36.73.41.89,1,1368799453,2013-05-17
180.246.191.9,1,1368800635,2013-05-17
180.243.31.127,1,1368801395,2013-05-17
222.124.192.202,1,1368802230,2013-05-17
202.70.56.129,1,1368802571,2013-05-17
180.178.111.81,1,1368802828,2013-05-17
125.161.226.226,1,1368807584,2013-05-17
203.123.63.4,1,1368809731,2013-05-17
66.249.74.91,9,1368834268,2013-05-18
112.215.36.183,1,1368812733,2013-05-18
36.77.8.119,1,1368814802,2013-05-18
112.215.66.47,1,1368816009,2013-05-18
202.58.179.57,1,1368816811,2013-05-18
121.52.87.46,4,1368821175,2013-05-18
202.58.180.34,2,1368817852,2013-05-18
66.249.74.97,8,1368876018,2013-05-18
65.55.213.69,16,1368841731,2013-05-18
202.152.201.245,1,1368820807,2013-05-18
157.55.33.24,1,1368822179,2013-05-18
65.55.52.116,1,1368822221,2013-05-18
157.56.93.228,1,1368822425,2013-05-18
36.76.172.248,1,1368823863,2013-05-18
206.53.152.1,1,1368824555,2013-05-18
114.79.48.1,1,1368824788,2013-05-18
223.255.230.67,1,1368825476,2013-05-18
139.192.7.156,1,1368831346,2013-05-18
180.76.5.24,1,1368837173,2013-05-18
180.76.5.161,1,1368837585,2013-05-18
180.76.5.13,1,1368837687,2013-05-18
180.76.5.49,1,1368837790,2013-05-18
180.76.5.140,1,1368837892,2013-05-18
180.76.5.193,1,1368837995,2013-05-18
180.76.5.103,1,1368838201,2013-05-18
180.76.5.97,1,1368838304,2013-05-18
180.76.5.188,1,1368838509,2013-05-18
180.76.5.139,1,1368838611,2013-05-18
39.199.64.247,1,1368838621,2013-05-18
180.76.5.56,1,1368838714,2013-05-18
65.55.213.66,1,1368841718,2013-05-18
180.254.151.164,1,1368842179,2013-05-18
101.255.36.46,1,1368842867,2013-05-18
64.34.169.244,1,1368846268,2013-05-18
114.79.51.2,1,1368849210,2013-05-18
180.76.5.59,1,1368852735,2013-05-18
178.255.215.70,1,1368853050,2013-05-18
141.0.10.69,1,1368854149,2013-05-18
175.106.13.5,2,1368865127,2013-05-18
36.69.126.171,1,1368865206,2013-05-18
182.14.191.71,3,1368865390,2013-05-18
125.164.104.113,1,1368866254,2013-05-18
180.242.233.135,2,1368866803,2013-05-18
182.15.74.50,3,1368868016,2013-05-18
114.4.21.215,1,1368868252,2013-05-18
141.0.9.201,1,1368868539,2013-05-18
157.55.33.78,1,1368869401,2013-05-18
114.4.21.197,1,1368869794,2013-05-18
180.244.119.62,1,1368871306,2013-05-18
182.6.159.165,1,1368874931,2013-05-18
125.167.242.209,1,1368877183,2013-05-18
36.74.221.174,2,1368877475,2013-05-18
67.208.183.235,1,1368877828,2013-05-18
114.79.57.154,1,1368879293,2013-05-18
125.163.177.29,1,1368879827,2013-05-18
118.96.144.219,1,1368880530,2013-05-18
141.0.8.43,1,1368880621,2013-05-18
180.254.74.170,1,1368881624,2013-05-18
118.96.244.61,1,1368881897,2013-05-18
206.53.152.0,1,1368881909,2013-05-18
180.241.239.85,1,1368884863,2013-05-18
178.42.176.109,1,1368886328,2013-05-18
39.208.35.119,1,1368888196,2013-05-18
180.251.42.219,1,1368888928,2013-05-18
122.60.196.211,3,1368893907,2013-05-18
125.161.210.206,1,1368895334,2013-05-18
125.161.210.206,1,1368902582,2013-05-19
180.249.127.254,1,1368904149,2013-05-19
182.7.115.76,1,1368906909,2013-05-19
157.55.33.78,6,1368944280,2013-05-19
65.55.52.111,3,1368908000,2013-05-19
157.55.33.24,2,1368908084,2013-05-19
157.56.93.209,4,1368908997,2013-05-19
36.68.255.57,1,1368909147,2013-05-19
180.76.5.113,1,1368910466,2013-05-19
39.198.235.51,2,1368911912,2013-05-19
157.55.32.145,4,1368910959,2013-05-19
180.76.5.138,1,1368911005,2013-05-19
180.76.5.91,1,1368911096,2013-05-19
180.76.5.186,1,1368911544,2013-05-19
68.102.125.158,2,1368915443,2013-05-19
223.255.224.171,2,1368918487,2013-05-19
157.56.93.94,2,1368917333,2013-05-19
66.249.74.97,8,1368977374,2013-05-19
157.55.32.61,1,1368923786,2013-05-19
180.76.5.139,1,1368927094,2013-05-19
120.29.159.198,1,1368929141,2013-05-19
66.249.80.142,2,1368936673,2013-05-19
182.10.121.0,2,1368945155,2013-05-19
66.249.74.91,3,1368981369,2013-05-19
92.112.82.191,2,1368949538,2013-05-19
91.219.24.103,2,1368949546,2013-05-19
175.106.13.5,3,1368950015,2013-05-19
192.168.6.234,1,1368951403,2013-05-19
95.31.25.94,1,1368952711,2013-05-19
67.208.183.235,1,1368952762,2013-05-19
114.79.13.137,1,1368952845,2013-05-19
37.195.216.25,1,1368952920,2013-05-19
109.205.249.159,1,1368953115,2013-05-19
91.214.128.22,1,1368953179,2013-05-19
141.0.10.87,1,1368953624,2013-05-19
192.166.103.18,2,1368957723,2013-05-19
46.118.144.182,1,1368957746,2013-05-19
36.73.243.72,1,1368958272,2013-05-19
89.189.170.22,1,1368958503,2013-05-19
36.68.247.222,1,1368958971,2013-05-19
109.86.147.246,1,1368959102,2013-05-19
130.185.38.43,1,1368960385,2013-05-19
81.211.105.74,1,1368961093,2013-05-19
93.157.169.37,1,1368961933,2013-05-19
87.252.227.85,1,1368962731,2013-05-19
141.0.9.88,1,1368964691,2013-05-19
87.103.129.232,1,1368965215,2013-05-19
91.217.59.141,1,1368965296,2013-05-19
206.53.152.169,1,1368965681,2013-05-19
85.26.233.30,2,1368966039,2013-05-19
87.117.190.71,2,1368966252,2013-05-19
95.24.246.126,1,1368969229,2013-05-19
109.104.174.239,1,1368969382,2013-05-19
103.10.64.24,4,1368973779,2013-05-19
91.193.230.22,1,1368973686,2013-05-19
92.62.49.68,1,1368974273,2013-05-19
195.88.112.250,1,1368974740,2013-05-19
103.246.39.213,1,1368975640,2013-05-19
114.79.55.139,1,1368975641,2013-05-19
114.79.3.6,1,1368975718,2013-05-19
109.86.42.98,1,1368975919,2013-05-19
176.77.40.45,1,1368976023,2013-05-19
78.111.176.130,1,1368976556,2013-05-19
84.17.25.104,1,1368976770,2013-05-19
195.182.193.53,1,1368977854,2013-05-19
91.235.189.137,1,1368978127,2013-05-19
114.79.12.79,1,1368980339,2013-05-19
114.79.0.5,1,1368981736,2013-05-19
66.249.77.142,1,1368982149,2013-05-19
66.249.74.97,3,1369027027,2013-05-20
61.94.133.66,3,1368983530,2013-05-20
188.123.252.180,1,1368984224,2013-05-20
141.0.9.127,4,1368985431,2013-05-20
141.170.239.137,1,1368985055,2013-05-20
95.67.162.39,1,1368985239,2013-05-20
93.77.35.135,1,1368985520,2013-05-20
80.92.96.7,1,1368985585,2013-05-20
114.79.1.211,1,1368985813,2013-05-20
188.186.140.36,1,1368986185,2013-05-20
176.117.112.93,1,1368986283,2013-05-20
178.252.87.145,1,1368986778,2013-05-20
66.249.77.199,5,1369063051,2013-05-20
185.25.48.24,1,1368986939,2013-05-20
188.134.62.37,1,1368987016,2013-05-20
109.74.127.6,1,1368987114,2013-05-20
65.55.213.69,18,1369001614,2013-05-20
103.3.221.202,1,1368988141,2013-05-20
5.228.60.71,2,1368988985,2013-05-20
94.25.229.65,2,1368989068,2013-05-20
36.76.19.211,1,1368989378,2013-05-20
95.221.102.155,1,1368989640,2013-05-20
46.164.213.122,1,1368989709,2013-05-20
39.203.211.178,1,1368989892,2013-05-20
209.131.39.62,1,1368991867,2013-05-20
66.249.80.142,2,1369001528,2013-05-20
213.87.121.227,1,1368992469,2013-05-20
46.105.250.45,1,1368993271,2013-05-20
202.152.194.186,1,1368993522,2013-05-20
206.53.152.2,1,1368993995,2013-05-20
180.241.89.80,1,1368994089,2013-05-20
174.37.137.139,3,1368994936,2013-05-20
110.137.227.214,5,1368995970,2013-05-20
39.195.7.74,1,1368995477,2013-05-20
36.70.48.188,1,1368995603,2013-05-20
125.161.219.41,4,1368997312,2013-05-20
180.245.224.28,2,1368997341,2013-05-20
39.226.76.189,2,1368998068,2013-05-20
39.198.222.0,1,1368999878,2013-05-20
66.249.77.142,5,1369045071,2013-05-20
182.6.206.69,1,1369001304,2013-05-20
157.55.33.78,3,1369049878,2013-05-20
223.255.231.106,1,1369002927,2013-05-20
125.166.202.89,1,1369002944,2013-05-20
36.68.37.23,2,1369003537,2013-05-20
114.199.112.66,4,1369003572,2013-05-20
180.253.127.251,4,1369004994,2013-05-20
68.102.125.158,2,1369008915,2013-05-20
36.68.239.176,1,1369006691,2013-05-20
180.254.153.187,1,1369008556,2013-05-20
118.137.154.121,1,1369008924,2013-05-20
82.193.109.52,2,1369016222,2013-05-20
180.76.6.14,1,1369028908,2013-05-20
114.79.18.213,1,1369039027,2013-05-20
192.168.6.4,1,1369039099,2013-05-20
139.192.45.61,5,1369040478,2013-05-20
180.242.139.233,5,1369043505,2013-05-20
36.72.123.215,1,1369043457,2013-05-20
180.249.205.115,1,1369045386,2013-05-20
139.0.61.221,1,1369045479,2013-05-20
114.79.1.229,1,1369045585,2013-05-20
120.177.53.203,1,1369045623,2013-05-20
180.241.249.64,1,1369047406,2013-05-20
180.254.106.226,1,1369050068,2013-05-20
180.250.30.235,3,1369051974,2013-05-20
91.236.74.152,1,1369053034,2013-05-20
65.55.52.111,2,1369053991,2013-05-20
157.56.93.228,1,1369054059,2013-05-20
114.79.13.217,1,1369054668,2013-05-20
125.165.76.140,2,1369057074,2013-05-20
157.55.32.145,1,1369056126,2013-05-20
157.56.93.209,1,1369057099,2013-05-20
103.10.64.25,1,1369057291,2013-05-20
139.192.47.52,1,1369058746,2013-05-20
66.162.42.131,1,1369058976,2013-05-20
125.160.174.21,1,1369059115,2013-05-20
180.252.116.236,1,1369060992,2013-05-20
141.0.10.85,3,1369061944,2013-05-20
210.160.8.73,1,1369063833,2013-05-20
36.70.126.50,1,1369064469,2013-05-20
210.210.158.58,5,1369065439,2013-05-20
139.193.39.157,3,1369068741,2013-05-20
157.55.33.24,1,1369069026,2013-05-20
66.249.76.102,1,1369069068,2013-05-20
180.76.6.28,1,1369071854,2013-05-21
125.164.155.242,1,1369071933,2013-05-21
157.56.93.201,1,1369072673,2013-05-21
36.73.89.212,1,1369073046,2013-05-21
157.55.33.78,6,1369106432,2013-05-21
223.255.224.105,2,1369073596,2013-05-21
180.254.159.68,2,1369074897,2013-05-21
66.249.76.102,13,1369146092,2013-05-21
180.247.232.184,1,1369075235,2013-05-21
65.55.213.69,17,1369087982,2013-05-21
121.52.87.46,1,1369078042,2013-05-21
125.165.76.47,1,1369078893,2013-05-21
223.255.224.14,1,1369079567,2013-05-21
113.210.165.205,1,1369079602,2013-05-21
203.6.149.140,2,1369080221,2013-05-21
125.160.104.129,1,1369080462,2013-05-21
180.254.35.174,2,1369086616,2013-05-21
223.255.224.161,2,1369084510,2013-05-21
203.78.118.216,2,1369085554,2013-05-21
198.200.36.152,1,1369085552,2013-05-21
101.255.44.126,1,1369086636,2013-05-21
180.253.216.116,3,1369086971,2013-05-21
112.215.36.175,1,1369086958,2013-05-21
66.249.76.163,7,1369143491,2013-05-21
65.55.213.66,1,1369087853,2013-05-21
66.249.81.30,1,1369087947,2013-05-21
114.79.0.178,1,1369088306,2013-05-21
180.76.6.223,1,1369091864,2013-05-21
139.228.165.130,3,1369093633,2013-05-21
141.0.8.29,2,1369093722,2013-05-21
125.166.204.121,3,1369099105,2013-05-21
222.124.182.106,1,1369101690,2013-05-21
192.168.7.62,1,1369108287,2013-05-21
114.79.18.234,1,1369112789,2013-05-21
